"State","Date","Sex.Group","Age.Group","Number","Percent","Source"
"Florida",2016-10-01,"Male","50-54",8707,NA,"UCLA Records"
"Florida",2016-10-01,"Male","55-59",6816,NA,"UCLA Records"
"Florida",2016-10-01,"Male","60-64",3972,NA,"UCLA Records"
"Florida",2016-10-01,"Male","65+",3670,NA,"UCLA Records"
"Florida",2016-11-01,"Female","0-20",42,NA,"UCLA Records"
"Florida",2016-11-01,"Female","21-24",324,NA,"UCLA Records"
"Florida",2016-11-01,"Female","25-29",1052,NA,"UCLA Records"
"Florida",2016-11-01,"Female","30-34",1254,NA,"UCLA Records"
"Florida",2016-11-01,"Female","35-39",1105,NA,"UCLA Records"
"Florida",2016-11-01,"Female","40-44",825,NA,"UCLA Records"
"Florida",2016-11-01,"Female","45-49",690,NA,"UCLA Records"
"Florida",2016-11-01,"Female","50-54",638,NA,"UCLA Records"
"Florida",2016-11-01,"Female","55-59",413,NA,"UCLA Records"
"Florida",2016-11-01,"Female","60-64",169,NA,"UCLA Records"
"Florida",2016-11-01,"Female","65+",144,NA,"UCLA Records"
"Florida",2016-11-01,"Male","0-20",818,NA,"UCLA Records"
"Florida",2016-11-01,"Male","21-24",5572,NA,"UCLA Records"
"Florida",2016-11-01,"Male","25-29",12990,NA,"UCLA Records"
"Florida",2016-11-01,"Male","30-34",13218,NA,"UCLA Records"
"Florida",2016-11-01,"Male","35-39",12712,NA,"UCLA Records"
"Florida",2016-11-01,"Male","40-44",10341,NA,"UCLA Records"
"Florida",2016-11-01,"Male","45-49",9588,NA,"UCLA Records"
"Florida",2016-11-01,"Male","50-54",8674,NA,"UCLA Records"
"Florida",2016-11-01,"Male","55-59",6843,NA,"UCLA Records"
"Florida",2016-11-01,"Male","60-64",4003,NA,"UCLA Records"
"Florida",2016-11-01,"Male","65+",3685,NA,"UCLA Records"
"Florida",2016-12-01,"Female","0-20",39,NA,"UCLA Records"
"Florida",2016-12-01,"Female","21-24",311,NA,"UCLA Records"
"Florida",2016-12-01,"Female","25-29",1050,NA,"UCLA Records"
"Florida",2016-12-01,"Female","30-34",1249,NA,"UCLA Records"
"Florida",2016-12-01,"Female","35-39",1099,NA,"UCLA Records"
"Florida",2016-12-01,"Female","40-44",834,NA,"UCLA Records"
"Florida",2016-12-01,"Female","45-49",689,NA,"UCLA Records"
"Florida",2016-12-01,"Female","50-54",621,NA,"UCLA Records"
"Florida",2016-12-01,"Female","55-59",415,NA,"UCLA Records"
"Florida",2016-12-01,"Female","60-64",175,NA,"UCLA Records"
"Florida",2016-12-01,"Female","65+",147,NA,"UCLA Records"
"Florida",2016-12-01,"Male","0-20",811,NA,"UCLA Records"
"Florida",2016-12-01,"Male","21-24",5543,NA,"UCLA Records"
"Florida",2016-12-01,"Male","25-29",12951,NA,"UCLA Records"
"Florida",2016-12-01,"Male","30-34",13254,NA,"UCLA Records"
"Florida",2016-12-01,"Male","35-39",12674,NA,"UCLA Records"
"Florida",2016-12-01,"Male","40-44",10346,NA,"UCLA Records"
"Florida",2016-12-01,"Male","45-49",9555,NA,"UCLA Records"
"Florida",2016-12-01,"Male","50-54",8663,NA,"UCLA Records"
"Florida",2016-12-01,"Male","55-59",6878,NA,"UCLA Records"
"Florida",2016-12-01,"Male","60-64",4039,NA,"UCLA Records"
"Florida",2016-12-01,"Male","65+",3700,NA,"UCLA Records"
"Florida",2017-01-01,"Female","0-20",39,NA,"UCLA Records"
"Florida",2017-01-01,"Female","21-24",302,NA,"UCLA Records"
"Florida",2017-01-01,"Female","25-29",1064,NA,"UCLA Records"
"Florida",2017-01-01,"Female","30-34",1236,NA,"UCLA Records"
"Florida",2017-01-01,"Female","35-39",1103,NA,"UCLA Records"
"Florida",2017-01-01,"Female","40-44",827,NA,"UCLA Records"
"Florida",2017-01-01,"Female","45-49",680,NA,"UCLA Records"
"Florida",2017-01-01,"Female","50-54",611,NA,"UCLA Records"
"Florida",2017-01-01,"Female","55-59",420,NA,"UCLA Records"
"Florida",2017-01-01,"Female","60-64",170,NA,"UCLA Records"
"Florida",2017-01-01,"Female","65+",150,NA,"UCLA Records"
"Florida",2017-01-01,"Male","0-20",819,NA,"UCLA Records"
"Florida",2017-01-01,"Male","21-24",5484,NA,"UCLA Records"
"Florida",2017-01-01,"Male","25-29",12862,NA,"UCLA Records"
"Florida",2017-01-01,"Male","30-34",13170,NA,"UCLA Records"
"Florida",2017-01-01,"Male","35-39",12651,NA,"UCLA Records"
"Florida",2017-01-01,"Male","40-44",10287,NA,"UCLA Records"
"Florida",2017-01-01,"Male","45-49",9562,NA,"UCLA Records"
"Florida",2017-01-01,"Male","50-54",8628,NA,"UCLA Records"
"Florida",2017-01-01,"Male","55-59",6891,NA,"UCLA Records"
"Florida",2017-01-01,"Male","60-64",4047,NA,"UCLA Records"
"Florida",2017-01-01,"Male","65+",3737,NA,"UCLA Records"
"Florida",2017-02-01,"Female","0-20",36,NA,"UCLA Records"
"Florida",2017-02-01,"Female","21-24",310,NA,"UCLA Records"
"Florida",2017-02-01,"Female","25-29",1042,NA,"UCLA Records"
"Florida",2017-02-01,"Female","30-34",1231,NA,"UCLA Records"
"Florida",2017-02-01,"Female","35-39",1102,NA,"UCLA Records"
"Florida",2017-02-01,"Female","40-44",804,NA,"UCLA Records"
"Florida",2017-02-01,"Female","45-49",676,NA,"UCLA Records"
"Florida",2017-02-01,"Female","50-54",605,NA,"UCLA Records"
"Florida",2017-02-01,"Female","55-59",409,NA,"UCLA Records"
"Florida",2017-02-01,"Female","60-64",168,NA,"UCLA Records"
"Florida",2017-02-01,"Female","65+",144,NA,"UCLA Records"
"Florida",2017-02-01,"Male","0-20",822,NA,"UCLA Records"
"Florida",2017-02-01,"Male","21-24",5422,NA,"UCLA Records"
"Florida",2017-02-01,"Male","25-29",12786,NA,"UCLA Records"
"Florida",2017-02-01,"Male","30-34",13141,NA,"UCLA Records"
"Florida",2017-02-01,"Male","35-39",12664,NA,"UCLA Records"
"Florida",2017-02-01,"Male","40-44",10273,NA,"UCLA Records"
"Florida",2017-02-01,"Male","45-49",9513,NA,"UCLA Records"
"Florida",2017-02-01,"Male","50-54",8628,NA,"UCLA Records"
"Florida",2017-02-01,"Male","55-59",6897,NA,"UCLA Records"
"Florida",2017-02-01,"Male","60-64",4052,NA,"UCLA Records"
"Florida",2017-02-01,"Male","65+",3775,NA,"UCLA Records"
"Florida",2017-03-01,"Female","0-20",33,NA,"UCLA Records"
"Florida",2017-03-01,"Female","21-24",318,NA,"UCLA Records"
"Florida",2017-03-01,"Female","25-29",1039,NA,"UCLA Records"
"Florida",2017-03-01,"Female","30-34",1222,NA,"UCLA Records"
"Florida",2017-03-01,"Female","35-39",1109,NA,"UCLA Records"
"Florida",2017-03-01,"Female","40-44",825,NA,"UCLA Records"
"Florida",2017-03-01,"Female","45-49",656,NA,"UCLA Records"
"Florida",2017-03-01,"Female","50-54",605,NA,"UCLA Records"
"Florida",2017-03-01,"Female","55-59",420,NA,"UCLA Records"
"Florida",2017-03-01,"Female","60-64",178,NA,"UCLA Records"
"Florida",2017-03-01,"Female","65+",147,NA,"UCLA Records"
"Florida",2017-03-01,"Male","0-20",837,NA,"UCLA Records"
"Florida",2017-03-01,"Male","21-24",5397,NA,"UCLA Records"
"Florida",2017-03-01,"Male","25-29",12732,NA,"UCLA Records"
"Florida",2017-03-01,"Male","30-34",13179,NA,"UCLA Records"
"Florida",2017-03-01,"Male","35-39",12704,NA,"UCLA Records"
"Florida",2017-03-01,"Male","40-44",10309,NA,"UCLA Records"
"Florida",2017-03-01,"Male","45-49",9445,NA,"UCLA Records"
"Florida",2017-03-01,"Male","50-54",8631,NA,"UCLA Records"
"Florida",2017-03-01,"Male","55-59",6889,NA,"UCLA Records"
"Florida",2017-03-01,"Male","60-64",4085,NA,"UCLA Records"
"Florida",2017-03-01,"Male","65+",3824,NA,"UCLA Records"
"Florida",2017-04-01,"Female","0-20",26,NA,"UCLA Records"
"Florida",2017-04-01,"Female","21-24",305,NA,"UCLA Records"
"Florida",2017-04-01,"Female","25-29",1030,NA,"UCLA Records"
"Florida",2017-04-01,"Female","30-34",1222,NA,"UCLA Records"
"Florida",2017-04-01,"Female","35-39",1108,NA,"UCLA Records"
"Florida",2017-04-01,"Female","40-44",811,NA,"UCLA Records"
"Florida",2017-04-01,"Female","45-49",664,NA,"UCLA Records"
"Florida",2017-04-01,"Female","50-54",615,NA,"UCLA Records"
"Florida",2017-04-01,"Female","55-59",429,NA,"UCLA Records"
"Florida",2017-04-01,"Female","60-64",181,NA,"UCLA Records"
"Florida",2017-04-01,"Female","65+",147,NA,"UCLA Records"
"Florida",2017-04-01,"Male","0-20",854,NA,"UCLA Records"
"Florida",2017-04-01,"Male","21-24",5392,NA,"UCLA Records"
"Florida",2017-04-01,"Male","25-29",12697,NA,"UCLA Records"
"Florida",2017-04-01,"Male","30-34",13206,NA,"UCLA Records"
"Florida",2017-04-01,"Male","35-39",12670,NA,"UCLA Records"
"Florida",2017-04-01,"Male","40-44",10321,NA,"UCLA Records"
"Florida",2017-04-01,"Male","45-49",9439,NA,"UCLA Records"
"Florida",2017-04-01,"Male","50-54",8631,NA,"UCLA Records"
"Florida",2017-04-01,"Male","55-59",6896,NA,"UCLA Records"
"Florida",2017-04-01,"Male","60-64",4092,NA,"UCLA Records"
"Florida",2017-04-01,"Male","65+",3856,NA,"UCLA Records"
"Florida",2017-05-01,"Female","0-20",29,NA,"UCLA Records"
"Florida",2017-05-01,"Female","21-24",296,NA,"UCLA Records"
"Florida",2017-05-01,"Female","25-29",1046,NA,"UCLA Records"
"Florida",2017-05-01,"Female","30-34",1226,NA,"UCLA Records"
"Florida",2017-05-01,"Female","35-39",1083,NA,"UCLA Records"
"Florida",2017-05-01,"Female","40-44",820,NA,"UCLA Records"
"Florida",2017-05-01,"Female","45-49",675,NA,"UCLA Records"
"Florida",2017-05-01,"Female","50-54",614,NA,"UCLA Records"
"Florida",2017-05-01,"Female","55-59",434,NA,"UCLA Records"
"Florida",2017-05-01,"Female","60-64",183,NA,"UCLA Records"
"Florida",2017-05-01,"Female","65+",150,NA,"UCLA Records"
"Florida",2017-05-01,"Male","0-20",844,NA,"UCLA Records"
"Florida",2017-05-01,"Male","21-24",5391,NA,"UCLA Records"
"Florida",2017-05-01,"Male","25-29",12721,NA,"UCLA Records"
"Florida",2017-05-01,"Male","30-34",13247,NA,"UCLA Records"
"Florida",2017-05-01,"Male","35-39",12713,NA,"UCLA Records"
"Florida",2017-05-01,"Male","40-44",10301,NA,"UCLA Records"
"Florida",2017-05-01,"Male","45-49",9437,NA,"UCLA Records"
"Florida",2017-05-01,"Male","50-54",8662,NA,"UCLA Records"
"Florida",2017-05-01,"Male","55-59",6910,NA,"UCLA Records"
"Florida",2017-05-01,"Male","60-64",4119,NA,"UCLA Records"
"Florida",2017-05-01,"Male","65+",3883,NA,"UCLA Records"
"Florida",2017-06-01,"Female","0-20",25,NA,"UCLA Records"
"Florida",2017-06-01,"Female","21-24",291,NA,"UCLA Records"
"Florida",2017-06-01,"Female","25-29",1046,NA,"UCLA Records"
"Florida",2017-06-01,"Female","30-34",1213,NA,"UCLA Records"
"Florida",2017-06-01,"Female","35-39",1093,NA,"UCLA Records"
"Florida",2017-06-01,"Female","40-44",823,NA,"UCLA Records"
"Florida",2017-06-01,"Female","45-49",671,NA,"UCLA Records"
"Florida",2017-06-01,"Female","50-54",614,NA,"UCLA Records"
"Florida",2017-06-01,"Female","55-59",439,NA,"UCLA Records"
"Florida",2017-06-01,"Female","60-64",183,NA,"UCLA Records"
"Florida",2017-06-01,"Female","65+",151,NA,"UCLA Records"
"Florida",2017-06-01,"Male","0-20",859,NA,"UCLA Records"
"Florida",2017-06-01,"Male","21-24",5399,NA,"UCLA Records"
"Florida",2017-06-01,"Male","25-29",12710,NA,"UCLA Records"
"Florida",2017-06-01,"Male","30-34",13317,NA,"UCLA Records"
"Florida",2017-06-01,"Male","35-39",12705,NA,"UCLA Records"
"Florida",2017-06-01,"Male","40-44",10333,NA,"UCLA Records"
"Florida",2017-06-01,"Male","45-49",9415,NA,"UCLA Records"
"Florida",2017-06-01,"Male","50-54",8656,NA,"UCLA Records"
"Florida",2017-06-01,"Male","55-59",6932,NA,"UCLA Records"
"Florida",2017-06-01,"Male","60-64",4154,NA,"UCLA Records"
"Florida",2017-06-01,"Male","65+",3905,NA,"UCLA Records"
"Florida",2017-07-01,"Female","0-20",26,NA,"UCLA Records"
"Florida",2017-07-01,"Female","21-24",299,NA,"UCLA Records"
"Florida",2017-07-01,"Female","25-29",1028,NA,"UCLA Records"
"Florida",2017-07-01,"Female","30-34",1230,NA,"UCLA Records"
"Florida",2017-07-01,"Female","35-39",1099,NA,"UCLA Records"
"Florida",2017-07-01,"Female","40-44",840,NA,"UCLA Records"
"Florida",2017-07-01,"Female","45-49",678,NA,"UCLA Records"
"Florida",2017-07-01,"Female","50-54",612,NA,"UCLA Records"
"Florida",2017-07-01,"Female","55-59",437,NA,"UCLA Records"
"Florida",2017-07-01,"Female","60-64",183,NA,"UCLA Records"
"Florida",2017-07-01,"Female","65+",150,NA,"UCLA Records"
"Florida",2017-07-01,"Male","0-20",870,NA,"UCLA Records"
"Florida",2017-07-01,"Male","21-24",5354,NA,"UCLA Records"
"Florida",2017-07-01,"Male","25-29",12728,NA,"UCLA Records"
"Florida",2017-07-01,"Male","30-34",13338,NA,"UCLA Records"
"Florida",2017-07-01,"Male","35-39",12710,NA,"UCLA Records"
"Florida",2017-07-01,"Male","40-44",10324,NA,"UCLA Records"
"Florida",2017-07-01,"Male","45-49",9466,NA,"UCLA Records"
"Florida",2017-07-01,"Male","50-54",8609,NA,"UCLA Records"
"Florida",2017-07-01,"Male","55-59",6961,NA,"UCLA Records"
"Florida",2017-07-01,"Male","60-64",4148,NA,"UCLA Records"
"Florida",2017-07-01,"Male","65+",3931,NA,"UCLA Records"
"Florida",2017-08-01,"Female","0-20",25,NA,"UCLA Records"
"Florida",2017-08-01,"Female","21-24",296,NA,"UCLA Records"
"Florida",2017-08-01,"Female","25-29",1008,NA,"UCLA Records"
"Florida",2017-08-01,"Female","30-34",1226,NA,"UCLA Records"
"Florida",2017-08-01,"Female","35-39",1123,NA,"UCLA Records"
"Florida",2017-08-01,"Female","40-44",832,NA,"UCLA Records"
"Florida",2017-08-01,"Female","45-49",669,NA,"UCLA Records"
"Florida",2017-08-01,"Female","50-54",599,NA,"UCLA Records"
"Florida",2017-08-01,"Female","55-59",447,NA,"UCLA Records"
"Florida",2017-08-01,"Female","60-64",190,NA,"UCLA Records"
"Florida",2017-08-01,"Female","65+",147,NA,"UCLA Records"
"Florida",2017-08-01,"Male","0-20",870,NA,"UCLA Records"
"Florida",2017-08-01,"Male","21-24",5287,NA,"UCLA Records"
"Florida",2017-08-01,"Male","25-29",12611,NA,"UCLA Records"
"Florida",2017-08-01,"Male","30-34",13336,NA,"UCLA Records"
"Florida",2017-08-01,"Male","35-39",12727,NA,"UCLA Records"
"Florida",2017-08-01,"Male","40-44",10307,NA,"UCLA Records"
"Florida",2017-08-01,"Male","45-49",9472,NA,"UCLA Records"
"Florida",2017-08-01,"Male","50-54",8551,NA,"UCLA Records"
"Florida",2017-08-01,"Male","55-59",6990,NA,"UCLA Records"
"Florida",2017-08-01,"Male","60-64",4164,NA,"UCLA Records"
"Florida",2017-08-01,"Male","65+",3950,NA,"UCLA Records"
"Florida",2017-09-01,"Female","0-20",27,NA,"UCLA Records"
"Florida",2017-09-01,"Female","21-24",301,NA,"UCLA Records"
"Florida",2017-09-01,"Female","25-29",1019,NA,"UCLA Records"
"Florida",2017-09-01,"Female","30-34",1222,NA,"UCLA Records"
"Florida",2017-09-01,"Female","35-39",1149,NA,"UCLA Records"
"Florida",2017-09-01,"Female","40-44",830,NA,"UCLA Records"
"Florida",2017-09-01,"Female","45-49",671,NA,"UCLA Records"
"Florida",2017-09-01,"Female","50-54",602,NA,"UCLA Records"
"Florida",2017-09-01,"Female","55-59",452,NA,"UCLA Records"
"Florida",2017-09-01,"Female","60-64",195,NA,"UCLA Records"
"Florida",2017-09-01,"Female","65+",151,NA,"UCLA Records"
"Florida",2017-09-01,"Male","0-20",870,NA,"UCLA Records"
"Florida",2017-09-01,"Male","21-24",5290,NA,"UCLA Records"
"Florida",2017-09-01,"Male","25-29",12534,NA,"UCLA Records"
"Florida",2017-09-01,"Male","30-34",13388,NA,"UCLA Records"
"Florida",2017-09-01,"Male","35-39",12751,NA,"UCLA Records"
"Florida",2017-09-01,"Male","40-44",10331,NA,"UCLA Records"
"Florida",2017-09-01,"Male","45-49",9517,NA,"UCLA Records"
"Florida",2017-09-01,"Male","50-54",8569,NA,"UCLA Records"
"Florida",2017-09-01,"Male","55-59",7010,NA,"UCLA Records"
"Florida",2017-09-01,"Male","60-64",4188,NA,"UCLA Records"
"Florida",2017-09-01,"Male","65+",3989,NA,"UCLA Records"
"Florida",2017-10-01,"Female","0-20",27,NA,"UCLA Records"
"Florida",2017-10-01,"Female","21-24",289,NA,"UCLA Records"
"Florida",2017-10-01,"Female","25-29",984,NA,"UCLA Records"
"Florida",2017-10-01,"Female","30-34",1214,NA,"UCLA Records"
"Florida",2017-10-01,"Female","35-39",1133,NA,"UCLA Records"
"Florida",2017-10-01,"Female","40-44",827,NA,"UCLA Records"
"Florida",2017-10-01,"Female","45-49",656,NA,"UCLA Records"
"Florida",2017-10-01,"Female","50-54",582,NA,"UCLA Records"
"Florida",2017-10-01,"Female","55-59",455,NA,"UCLA Records"
"Florida",2017-10-01,"Female","60-64",193,NA,"UCLA Records"
"Florida",2017-10-01,"Female","65+",152,NA,"UCLA Records"
"Florida",2017-10-01,"Male","0-20",838,NA,"UCLA Records"
"Florida",2017-10-01,"Male","21-24",5173,NA,"UCLA Records"
"Florida",2017-10-01,"Male","25-29",12405,NA,"UCLA Records"
"Florida",2017-10-01,"Male","30-34",13310,NA,"UCLA Records"
"Florida",2017-10-01,"Male","35-39",12642,NA,"UCLA Records"
"Florida",2017-10-01,"Male","40-44",10292,NA,"UCLA Records"
"Florida",2017-10-01,"Male","45-49",9436,NA,"UCLA Records"
"Florida",2017-10-01,"Male","50-54",8492,NA,"UCLA Records"
"Florida",2017-10-01,"Male","55-59",7010,NA,"UCLA Records"
"Florida",2017-10-01,"Male","60-64",4172,NA,"UCLA Records"
"Florida",2017-10-01,"Male","65+",4005,NA,"UCLA Records"
"Florida",2017-11-01,"Female","0-20",28,NA,"UCLA Records"
"Florida",2017-11-01,"Female","21-24",293,NA,"UCLA Records"
"Florida",2017-11-01,"Female","25-29",982,NA,"UCLA Records"
"Florida",2017-11-01,"Female","30-34",1236,NA,"UCLA Records"
"Florida",2017-11-01,"Female","35-39",1123,NA,"UCLA Records"
"Florida",2017-11-01,"Female","40-44",848,NA,"UCLA Records"
"Florida",2017-11-01,"Female","45-49",655,NA,"UCLA Records"
"Florida",2017-11-01,"Female","50-54",584,NA,"UCLA Records"
"Florida",2017-11-01,"Female","55-59",450,NA,"UCLA Records"
"Florida",2017-11-01,"Female","60-64",204,NA,"UCLA Records"
"Florida",2017-11-01,"Female","65+",152,NA,"UCLA Records"
"Florida",2017-11-01,"Male","0-20",864,NA,"UCLA Records"
"Florida",2017-11-01,"Male","21-24",5151,NA,"UCLA Records"
"Florida",2017-11-01,"Male","25-29",12415,NA,"UCLA Records"
"Florida",2017-11-01,"Male","30-34",13368,NA,"UCLA Records"
"Florida",2017-11-01,"Male","35-39",12785,NA,"UCLA Records"
"Florida",2017-11-01,"Male","40-44",10319,NA,"UCLA Records"
"Florida",2017-11-01,"Male","45-49",9429,NA,"UCLA Records"
"Florida",2017-11-01,"Male","50-54",8471,NA,"UCLA Records"
"Florida",2017-11-01,"Male","55-59",7024,NA,"UCLA Records"
"Florida",2017-11-01,"Male","60-64",4236,NA,"UCLA Records"
"Florida",2017-11-01,"Male","65+",4020,NA,"UCLA Records"
"Florida",2017-12-01,"Female","0-20",29,NA,"UCLA Records"
"Florida",2017-12-01,"Female","21-24",301,NA,"UCLA Records"
"Florida",2017-12-01,"Female","25-29",954,NA,"UCLA Records"
"Florida",2017-12-01,"Female","30-34",1237,NA,"UCLA Records"
"Florida",2017-12-01,"Female","35-39",1122,NA,"UCLA Records"
"Florida",2017-12-01,"Female","40-44",827,NA,"UCLA Records"
"Florida",2017-12-01,"Female","45-49",651,NA,"UCLA Records"
"Florida",2017-12-01,"Female","50-54",579,NA,"UCLA Records"
"Florida",2017-12-01,"Female","55-59",459,NA,"UCLA Records"
"Florida",2017-12-01,"Female","60-64",203,NA,"UCLA Records"
"Florida",2017-12-01,"Female","65+",151,NA,"UCLA Records"
"Florida",2017-12-01,"Male","0-20",858,NA,"UCLA Records"
"Florida",2017-12-01,"Male","21-24",5089,NA,"UCLA Records"
"Florida",2017-12-01,"Male","25-29",12369,NA,"UCLA Records"
"Florida",2017-12-01,"Male","30-34",13365,NA,"UCLA Records"
"Florida",2017-12-01,"Male","35-39",12724,NA,"UCLA Records"
"Florida",2017-12-01,"Male","40-44",10343,NA,"UCLA Records"
"Florida",2017-12-01,"Male","45-49",9402,NA,"UCLA Records"
"Florida",2017-12-01,"Male","50-54",8453,NA,"UCLA Records"
"Florida",2017-12-01,"Male","55-59",7065,NA,"UCLA Records"
"Florida",2017-12-01,"Male","60-64",4244,NA,"UCLA Records"
"Florida",2017-12-01,"Male","65+",4044,NA,"UCLA Records"
"Florida",2018-01-01,"Female","0-20",25,NA,"UCLA Records"
"Florida",2018-01-01,"Female","21-24",309,NA,"UCLA Records"
"Florida",2018-01-01,"Female","25-29",956,NA,"UCLA Records"
"Florida",2018-01-01,"Female","30-34",1221,NA,"UCLA Records"
"Florida",2018-01-01,"Female","35-39",1132,NA,"UCLA Records"
"Florida",2018-01-01,"Female","40-44",824,NA,"UCLA Records"
"Florida",2018-01-01,"Female","45-49",660,NA,"UCLA Records"
"Florida",2018-01-01,"Female","50-54",579,NA,"UCLA Records"
"Florida",2018-01-01,"Female","55-59",456,NA,"UCLA Records"
"Florida",2018-01-01,"Female","60-64",201,NA,"UCLA Records"
"Florida",2018-01-01,"Female","65+",151,NA,"UCLA Records"
"Florida",2018-01-01,"Male","0-20",835,NA,"UCLA Records"
"Florida",2018-01-01,"Male","21-24",5062,NA,"UCLA Records"
"Florida",2018-01-01,"Male","25-29",12285,NA,"UCLA Records"
"Florida",2018-01-01,"Male","30-34",13352,NA,"UCLA Records"
"Florida",2018-01-01,"Male","35-39",12716,NA,"UCLA Records"
"Florida",2018-01-01,"Male","40-44",10365,NA,"UCLA Records"
"Florida",2018-01-01,"Male","45-49",9403,NA,"UCLA Records"
"Florida",2018-01-01,"Male","50-54",8419,NA,"UCLA Records"
"Florida",2018-01-01,"Male","55-59",7093,NA,"UCLA Records"
"Florida",2018-01-01,"Male","60-64",4259,NA,"UCLA Records"
"Florida",2018-01-01,"Male","65+",4090,NA,"UCLA Records"
"Florida",2018-02-01,"Female","0-20",26,NA,"UCLA Records"
"Florida",2018-02-01,"Female","21-24",298,NA,"UCLA Records"
"Florida",2018-02-01,"Female","25-29",951,NA,"UCLA Records"
"Florida",2018-02-01,"Female","30-34",1232,NA,"UCLA Records"
"Florida",2018-02-01,"Female","35-39",1121,NA,"UCLA Records"
"Florida",2018-02-01,"Female","40-44",815,NA,"UCLA Records"
"Florida",2018-02-01,"Female","45-49",650,NA,"UCLA Records"
"Florida",2018-02-01,"Female","50-54",584,NA,"UCLA Records"
"Florida",2018-02-01,"Female","55-59",449,NA,"UCLA Records"
"Florida",2018-02-01,"Female","60-64",199,NA,"UCLA Records"
"Florida",2018-02-01,"Female","65+",154,NA,"UCLA Records"
"Florida",2018-02-01,"Male","0-20",829,NA,"UCLA Records"
"Florida",2018-02-01,"Male","21-24",5009,NA,"UCLA Records"
"Florida",2018-02-01,"Male","25-29",12198,NA,"UCLA Records"
"Florida",2018-02-01,"Male","30-34",13335,NA,"UCLA Records"
"Florida",2018-02-01,"Male","35-39",12740,NA,"UCLA Records"
"Florida",2018-02-01,"Male","40-44",10391,NA,"UCLA Records"
"Florida",2018-02-01,"Male","45-49",9377,NA,"UCLA Records"
"Florida",2018-02-01,"Male","50-54",8370,NA,"UCLA Records"
"Florida",2018-02-01,"Male","55-59",7084,NA,"UCLA Records"
